weapon_type,firearm_caliber,weapon_description,trr_report_id
OTHER (SPECIFY),,2 BLACK REPLICA FIREARMS,2463197
OTHER (SPECIFY),,TWO REPLICA BB GUNS,2463351
OTHER (SPECIFY),,BOTTLE,2479434
FEET,,,2479755
"MOUTH (SPIT,BITE,ETC)",,,2479755
HANDS/FISTS,,,2479755
FEET,,,2481500
"MOUTH (SPIT,BITE,ETC)",,,2481500
FEET,,,2482110
"MOUTH (SPIT,BITE,ETC)",,,2482110
HANDS/FISTS,,,2482408
HANDS/FISTS,,,2482408
OTHER (SPECIFY),,,2482408
FIREARM - REVOLVER,,,2492082
FIREARM - REVOLVER,,,2492116
FIREARM - REVOLVER,,,2492372
FEET,,,2495489
"MOUTH (SPIT,BITE,ETC)",,,2495694
HANDS/FISTS,,,2505050
HANDS/FISTS,,,2506159
HANDS/FISTS,,,2506159
HANDS/FISTS,,,2506159
FIREARM - REVOLVER,,,2506268
HANDS/FISTS,,,2506268
HANDS/FISTS,,,2506268
OTHER (SPECIFY),,,2506268
FEET,,,2506278
FIREARM - REVOLVER,,,2506543
HANDS/FISTS,,,2510571
FIREARM - REVOLVER,,,2511386
FEET,,,2514209
HANDS/FISTS,,,2514209
FEET,,,2515740
HANDS/FISTS,,,2530386
HANDS/FISTS,,,2530386
HANDS/FISTS,,,2530779
HANDS/FISTS,,,2530779
KNIFE/OTHER CUTTING INSTRUMENT,,,2531593
KNIFE/OTHER CUTTING INSTRUMENT,,,2531653
KNIFE/OTHER CUTTING INSTRUMENT,,,2531829
KNIFE/OTHER CUTTING INSTRUMENT,,,2531849
KNIFE/OTHER CUTTING INSTRUMENT,,,2531860
KNIFE/OTHER CUTTING INSTRUMENT,,,2531907
HANDS/FISTS,,,2531924
OTHER (SPECIFY),,,2531952
KNIFE/OTHER CUTTING INSTRUMENT,,,2543368
HANDS/FISTS,,,2558028
HANDS/FISTS,,,2561181
HANDS/FISTS,,,2561181
HANDS/FISTS,,,2561609
HANDS/FISTS,,,2562692
HANDS/FISTS,,,2562692
FIREARM - SEMI-AUTOMATIC,,,2600900
FIREARM - SEMI-AUTOMATIC,,,2602763
HANDS/FISTS,,,2603613
FIREARM - SEMI-AUTOMATIC,,,2605220
FEET,,,2607183
"MOUTH (SPIT,BITE,ETC)",,,2611472
HANDS/FISTS,,,2611472
HANDS/FISTS,,,2611472
HANDS/FISTS,,,2611472
HANDS/FISTS,,,2611472
"MOUTH (SPIT,BITE,ETC)",,,2628844
"MOUTH (SPIT,BITE,ETC)",,,2628943
HANDS/FISTS,,,2628943
HANDS/FISTS,,,2628982
HANDS/FISTS,,,2628994
HANDS/FISTS,,,2629243
HANDS/FISTS,,,2629243
FIREARM - SEMI-AUTOMATIC,,,2629363
HANDS/FISTS,,,2629428
HANDS/FISTS,,,2629428
HANDS/FISTS,,,2629824
HANDS/FISTS,,,2629824
HANDS/FISTS,,,2637312
HANDS/FISTS,,,2640507
HANDS/FISTS,,,2644390
"MOUTH (SPIT,BITE,ETC)",,,2659885
HANDS/FISTS,,,2661237
HANDS/FISTS,,,2661897
HANDS/FISTS,,,2661897
HANDS/FISTS,,,2661995
HANDS/FISTS,,,2661995
HANDS/FISTS,,,2674402
HANDS/FISTS,,,2674402
HANDS/FISTS,,,2674402
HANDS/FISTS,,,2674402
HANDS/FISTS,,,2674749
HANDS/FISTS,,,2674749
HANDS/FISTS,,,2674749
HANDS/FISTS,,,2674749
HANDS/FISTS,,,2675191
HANDS/FISTS,,,2675191
HANDS/FISTS,,,2675191
HANDS/FISTS,,,2675191
FIREARM - SEMI-AUTOMATIC,,,2675326
HANDS/FISTS,,,2675358
HANDS/FISTS,,,2675358
HANDS/FISTS,,,2675358
HANDS/FISTS,,,2675358
FIREARM - SEMI-AUTOMATIC,,,2676289
HANDS/FISTS,,,2676571
FEET,,,2676571
HANDS/FISTS,,,2676571
HANDS/FISTS,,,2676571
HANDS/FISTS,,,2676571
FEET,,,2676705
HANDS/FISTS,,,2676705
FIREARM - SEMI-AUTOMATIC,,,2689307
HANDS/FISTS,,,2689314
FIREARM - SEMI-AUTOMATIC,,,2690245
HANDS/FISTS,,,2691408
FEET,,,2692301
FEET,,,2692346
HANDS/FISTS,,,2692346
HANDS/FISTS,,,2692346
HANDS/FISTS,,,2692380
FEET,,,2692398
HANDS/FISTS,,,2697543
FEET,,,2697543
HANDS/FISTS,,,2697543
FEET,,,2698090
"MOUTH (SPIT,BITE,ETC)",,,2701115
HANDS/FISTS,,,2701416
HANDS/FISTS,,,2702176
HANDS/FISTS,,,2702591
HANDS/FISTS,,,2702591
"MOUTH (SPIT,BITE,ETC)",,,2702591
FEET,,,2702714
"MOUTH (SPIT,BITE,ETC)",,,2702936
HANDS/FISTS,,,2702936
HANDS/FISTS,,,2702936
FEET,,,2703083
"MOUTH (SPIT,BITE,ETC)",,,2703483
HANDS/FISTS,,,2711989
HANDS/FISTS,,,2711989
FIREARM - SEMI-AUTOMATIC,,,2717337
HANDS/FISTS,,,2718324
HANDS/FISTS,,,2718404
"MOUTH (SPIT,BITE,ETC)",,,2725549
VEHICLE,,,2736721
VEHICLE,,,2736847
VEHICLE,,,2737838
VEHICLE,,,2737907
HANDS/FISTS,,,2754164
HANDS/FISTS,,,2754164
"MOUTH (SPIT,BITE,ETC)",,,2758187
HANDS/FISTS,,,2765513
FEET,,,2765513
HANDS/FISTS,,,2765513
HANDS/FISTS,,,2766227
HANDS/FISTS,,,2766227
FEET,,,2766227
HANDS/FISTS,,,2772161
HANDS/FISTS,,,2772218
HANDS/FISTS,,,2784678
"MOUTH (SPIT,BITE,ETC)",,,2789139
OTHER (SPECIFY),,,2798855
FEET,,,2804485
FEET,,,2804994
KNIFE/OTHER CUTTING INSTRUMENT,,,2806336
FIREARM - SEMI-AUTOMATIC,,,2806754
HANDS/FISTS,,,2811487
HANDS/FISTS,,,2811487
HANDS/FISTS,,,2811797
HANDS/FISTS,,,2811797
"MOUTH (SPIT,BITE,ETC)",,,2812723
HANDS/FISTS,,,2812723
HANDS/FISTS,,,2812723
FEET,,,2814887
FEET,,,2815647
HANDS/FISTS,,,2815647
HANDS/FISTS,,,2816737
HANDS/FISTS,,,2816849
HANDS/FISTS,,,2816916
HANDS/FISTS,,,2816916
HANDS/FISTS,,,2816916
FEET,,,2818670
"MOUTH (SPIT,BITE,ETC)",,,2818670
FEET,,,2818798
"MOUTH (SPIT,BITE,ETC)",,,2818798
FIREARM - SEMI-AUTOMATIC,,,2819845
FIREARM - SEMI-AUTOMATIC,,,2820661
FIREARM - SEMI-AUTOMATIC,,,2820663
FIREARM - SEMI-AUTOMATIC,,,2821123
FIREARM - SEMI-AUTOMATIC,,,2821128
CHEMICAL WEAPON,,,2831172
OTHER (SPECIFY),,PORCELAIN FLOWER POT,2831175
OTHER (SPECIFY),,PORCELIAN FLOWER POT,2831176
CHEMICAL WEAPON,,,2831282
CHEMICAL WEAPON,,,2831287
OTHER (SPECIFY),,FLOWER POT,2831548
HANDS/FISTS,,,2847865
HANDS/FISTS,,,2847865
HANDS/FISTS,,,2849050
HANDS/FISTS,,,2849050
FEET,,,2866190
"MOUTH (SPIT,BITE,ETC)",,,2866190
"MOUTH (SPIT,BITE,ETC)",,,2866382
OTHER (SPECIFY),,,2866382
FIREARM - SEMI-AUTOMATIC,,,2876550
HANDS/FISTS,,,2878686
HANDS/FISTS,,,2879631
"MOUTH (SPIT,BITE,ETC)",,,2879751
TASER / STUN GUN,,,2880523
FEET,,,2880523
TASER / STUN GUN,,,2880668
FEET,,,2880668
HANDS/FISTS,,,2880668
TASER / STUN GUN,,,2881005
TASER / STUN GUN,,,2881141
FEET,,,2881141
HANDS/FISTS,,,2881141
HANDS/FISTS,,,2893996
FEET,,,2893996
HANDS/FISTS,,,2893996
OTHER (SPECIFY),,,2893997
"MOUTH (SPIT,BITE,ETC)",,,2894446
HANDS/FISTS,,,2894457
"MOUTH (SPIT,BITE,ETC)",,,2894627
HANDS/FISTS,,,2894688
HANDS/FISTS,,,2895574
HANDS/FISTS,,,2895574
HANDS/FISTS,,,2895574
FEET,,,2895574
HANDS/FISTS,,,2895802
FIREARM - REVOLVER,,,2896254
FIREARM - REVOLVER,,,2896455
FIREARM - REVOLVER,,,2896497
HANDS/FISTS,,,2896497
HANDS/FISTS,,,2896497
HANDS/FISTS,,,2896497
FIREARM - SEMI-AUTOMATIC,,,2899967
HANDS/FISTS,,,2899967
HANDS/FISTS,,,2908375
HANDS/FISTS,,,2908440
VEHICLE,,,2909945
HANDS/FISTS,,,2915410
HANDS/FISTS,,,2915410
FEET,,,2915410
HANDS/FISTS,,,2916300
HANDS/FISTS,,,2916300
HANDS/FISTS,,,2918128
HANDS/FISTS,,,2918128
OTHER (SPECIFY),,,2918128
HANDS/FISTS,,,2919315
HANDS/FISTS,,,2919387
HANDS/FISTS,,,2919554
HANDS/FISTS,,,2919554
HANDS/FISTS,,,2919554
HANDS/FISTS,,,2919554
HANDS/FISTS,,,2919557
HANDS/FISTS,,,2919557
HANDS/FISTS,,,2919557
HANDS/FISTS,,,2919557
HANDS/FISTS,,,2919672
HANDS/FISTS,,,2919672
HANDS/FISTS,,,2919738
FEET,,,2920089
HANDS/FISTS,,,2920089
HANDS/FISTS,,,2920097
FEET,,,2920097
HANDS/FISTS,,,2920097
HANDS/FISTS,,,2920097
HANDS/FISTS,,,2920306
HANDS/FISTS,,,2920306
FEET,,,2920343
HANDS/FISTS,,,2927529
HANDS/FISTS,,,2927529
FEET,,,2968940
HANDS/FISTS,,,2968940
HANDS/FISTS,,,2968940
HANDS/FISTS,,,2973155
FEET,,,2973406
HANDS/FISTS,,,2973495
OTHER (SPECIFY),,,2973753
FEET,,,2973753
"MOUTH (SPIT,BITE,ETC)",,,2975561
"MOUTH (SPIT,BITE,ETC)",,,2987533
"MOUTH (SPIT,BITE,ETC)",,,2991805
FEET,,,2991805
HANDS/FISTS,,,3001636
OTHER (SPECIFY),,,3005090
HANDS/FISTS,,,3007502
HANDS/FISTS,,,3007502
HANDS/FISTS,,,3007502
HANDS/FISTS,,,3007502
HANDS/FISTS,,,3007663
HANDS/FISTS,,,3007663
HANDS/FISTS,,,3007663
HANDS/FISTS,,,3007663
HANDS/FISTS,,,3008080
HANDS/FISTS,,,3008080
HANDS/FISTS,,,3008080
HANDS/FISTS,,,3008080
"MOUTH (SPIT,BITE,ETC)",,,3012169
HANDS/FISTS,,,3013809
HANDS/FISTS,,,3014598
FIREARM - SEMI-AUTOMATIC,,,3014681
HANDS/FISTS,,,3014695
HANDS/FISTS,,,3014695
HANDS/FISTS,,,3016078
HANDS/FISTS,,,3016078
OTHER (SPECIFY),,,3017777
KNIFE/OTHER CUTTING INSTRUMENT,,,3020256
HANDS/FISTS,,,3020256
HANDS/FISTS,,,3020256
"MOUTH (SPIT,BITE,ETC)",,,3021226
OTHER (SPECIFY),,,3021335
FIREARM - SEMI-AUTOMATIC,,,3023453
HANDS/FISTS,,,3023829
HANDS/FISTS,,,3023951
HANDS/FISTS,,,3023951
HANDS/FISTS,,,3023951
HANDS/FISTS,,,3023951
HANDS/FISTS,,,3024511
HANDS/FISTS,,,3024721
HANDS/FISTS,,,3024721
FEET,,,3028258
FEET,,,3028556
HANDS/FISTS,,,3028556
FEET,,,3029121
HANDS/FISTS,,,3029121
FEET,,,3029947
HANDS/FISTS,,,3035069
HANDS/FISTS,,,3035069
OTHER (SPECIFY),,,3035069
OTHER (SPECIFY),,,3035336
HANDS/FISTS,,,3045469
HANDS/FISTS,,,3045829
BLUNT INSTRUMENT,,TREE BRANCH,3063339
KNIFE/OTHER CUTTING INSTRUMENT,,,3064416
KNIFE/OTHER CUTTING INSTRUMENT,,,3065010
FIREARM - SEMI-AUTOMATIC,,,3066105
FIREARM - SEMI-AUTOMATIC,,,3066245
HANDS/FISTS,,,3075497
OTHER (SPECIFY),,,3075497
OTHER (SPECIFY),,SCREWDRIVER,3078829
OTHER (SPECIFY),,SCREWDRIVER,3078830
"MOUTH (SPIT,BITE,ETC)",,,3082009
HANDS/FISTS,,,3082634
HANDS/FISTS,,,3082634
HANDS/FISTS,,,3082634
HANDS/FISTS,,,3082634
HANDS/FISTS,,,3082946
OTHER (SPECIFY),,WORK BOOTS,3083138
HANDS/FISTS,,,3083897
"MOUTH (SPIT,BITE,ETC)",,,3083897
"MOUTH (SPIT,BITE,ETC)",,,3084479
OTHER (SPECIFY),,,3084479
"MOUTH (SPIT,BITE,ETC)",,,3086373
HANDS/FISTS,,,3088062
HANDS/FISTS,,,3088062
HANDS/FISTS,,,3095767
FEET,,,3095767
HANDS/FISTS,,,3098648
HANDS/FISTS,,,3098648
HANDS/FISTS,,,3099448
VEHICLE,,,3100486
VEHICLE,,,3100919
FIREARM - REVOLVER,,,3102450
HANDS/FISTS,,,3108668
HANDS/FISTS,,,3109447
"MOUTH (SPIT,BITE,ETC)",,,3111987
OTHER (SPECIFY),,,3111987
KNIFE/OTHER CUTTING INSTRUMENT,,,3121704
KNIFE/OTHER CUTTING INSTRUMENT,,,3121765
KNIFE/OTHER CUTTING INSTRUMENT,,,3121808
HANDS/FISTS,,,3122506
"MOUTH (SPIT,BITE,ETC)",,,3124325
"MOUTH (SPIT,BITE,ETC)",,,3124339
HANDS/FISTS,,,3124514
HANDS/FISTS,,,3124581
HANDS/FISTS,,,3124581
HANDS/FISTS,,,3124764
FEET,,,3127883
FEET,,,3128189
HANDS/FISTS,,,3142539
OTHER (SPECIFY),,,3142539
FIREARM - SEMI-AUTOMATIC,,,3143739
HANDS/FISTS,,,3146372
HANDS/FISTS,,,3146949
HANDS/FISTS,,,3146974
OTHER (SPECIFY),,,3165103
OTHER (SPECIFY),,,3165524
HANDS/FISTS,,,3166671
HANDS/FISTS,,,3166671
FEET,,,3180602
KNIFE/OTHER CUTTING INSTRUMENT,,,3183505
HANDS/FISTS,,,3193429
HANDS/FISTS,,,3193429
HANDS/FISTS,,,3193429
HANDS/FISTS,,,3199229
HANDS/FISTS,,,3199229
HANDS/FISTS,,,3199229
"MOUTH (SPIT,BITE,ETC)",,,3209715
FIREARM - SEMI-AUTOMATIC,,,3215483
FIREARM - SEMI-AUTOMATIC,,,3215639
FIREARM - SEMI-AUTOMATIC,,,3221764
HANDS/FISTS,,,3225720
"MOUTH (SPIT,BITE,ETC)",,,3227636
OTHER (SPECIFY),,,3227636
FEET,,,3228316
"MOUTH (SPIT,BITE,ETC)",,,3228316
HANDS/FISTS,,,3229035
"MOUTH (SPIT,BITE,ETC)",,,3230251
"MOUTH (SPIT,BITE,ETC)",,,3230287
HANDS/FISTS,,,3235014
HANDS/FISTS,,,3235014
HANDS/FISTS,,,3235488
HANDS/FISTS,,,3235488
HANDS/FISTS,,,3235663
HANDS/FISTS,,,3237508
HANDS/FISTS,,,3245189
FEET,,,3245189
HANDS/FISTS,,,3249198
KNIFE/OTHER CUTTING INSTRUMENT,,,3255874
KNIFE/OTHER CUTTING INSTRUMENT,,,3255887
KNIFE/OTHER CUTTING INSTRUMENT,,,3256252
KNIFE/OTHER CUTTING INSTRUMENT,,,3256416
KNIFE/OTHER CUTTING INSTRUMENT,,,3256468
KNIFE/OTHER CUTTING INSTRUMENT,,,3257412
KNIFE/OTHER CUTTING INSTRUMENT,,,3257439
OTHER (SPECIFY),,,3299080
HANDS/FISTS,,,3301169
OTHER (SPECIFY),,,3301267
"MOUTH (SPIT,BITE,ETC)",,,3301670
HANDS/FISTS,,,3301675
"MOUTH (SPIT,BITE,ETC)",,,3301993
"MOUTH (SPIT,BITE,ETC)",,,3302139
HANDS/FISTS,,,3302466
HANDS/FISTS,,,3302466
HANDS/FISTS,,,3302770
HANDS/FISTS,,,3302770
HANDS/FISTS,,,3302864
HANDS/FISTS,,,3302864
HANDS/FISTS,,,3302872
HANDS/FISTS,,,3302872
HANDS/FISTS,,,3309396
HANDS/FISTS,,,3309396
FEET,,,3309396
"MOUTH (SPIT,BITE,ETC)",,,3311906
HANDS/FISTS,,,3314707
HANDS/FISTS,,,3314707
FEET,,,3314707
"MOUTH (SPIT,BITE,ETC)",,,3314707
KNIFE/OTHER CUTTING INSTRUMENT,,,3315050
KNIFE/OTHER CUTTING INSTRUMENT,,,3315077
KNIFE/OTHER CUTTING INSTRUMENT,,,3315089
HANDS/FISTS,,,3317274
FIREARM - SEMI-AUTOMATIC,,,3320807
"MOUTH (SPIT,BITE,ETC)",,,3322876
HANDS/FISTS,,,3323243
HANDS/FISTS,,,3323243
"MOUTH (SPIT,BITE,ETC)",,,3323931
HANDS/FISTS,,,3326273
HANDS/FISTS,,,3326490
HANDS/FISTS,,,3332165
HANDS/FISTS,,,3332165
KNIFE/OTHER CUTTING INSTRUMENT,,,3335459
KNIFE/OTHER CUTTING INSTRUMENT,,,3335461
OTHER (SPECIFY),,SCREWDRIVER,3344648
FIREARM - SEMI-AUTOMATIC,,,3348209
FIREARM - SEMI-AUTOMATIC,,,3349428
FIREARM - SEMI-AUTOMATIC,,,3349429
HANDS/FISTS,,,3359193
FEET,,,3359830
HANDS/FISTS,,,3361346
BLUNT INSTRUMENT,,WOODEN TABLE LEG,3361960
HANDS/FISTS,,,3363333
HANDS/FISTS,,,3363394
FEET,,,3364627
HANDS/FISTS,,,3364627
FEET,,,3364694
HANDS/FISTS,,,3364750
HANDS/FISTS,,,3364750
HANDS/FISTS,,,3364750
FEET,,,3364771
FIREARM - SEMI-AUTOMATIC,,,3368211
FIREARM - REVOLVER,,,3374255
FIREARM - REVOLVER,,,3375177
HANDS/FISTS,,,3376955
HANDS/FISTS,,,3376955
FIREARM - SEMI-AUTOMATIC,,,3378329
HANDS/FISTS,,,3378571
HANDS/FISTS,,,3378844
HANDS/FISTS,,,3378844
HANDS/FISTS,,,3378844
HANDS/FISTS,,,3390407
HANDS/FISTS,,,3390407
FEET,,,3390407
HANDS/FISTS,,,3390407
HANDS/FISTS,,,3390407
FEET,,,3390834
HANDS/FISTS,,,3391257
HANDS/FISTS,,,3391257
HANDS/FISTS,,,3391257
FEET,,,3391257
HANDS/FISTS,,,3391257
FIREARM - SEMI-AUTOMATIC,,,3399303
FIREARM - SEMI-AUTOMATIC,,,3399367
FIREARM - SEMI-AUTOMATIC,,,3400369
FIREARM - SEMI-AUTOMATIC,,,3400993
OTHER (SPECIFY),,HAMMER,3406244
HANDS/FISTS,,,3406244
HANDS/FISTS,,,3406244
HANDS/FISTS,,,3406609
HANDS/FISTS,,,3406609
HANDS/FISTS,,,3406687
HANDS/FISTS,,,3406687
FIREARM - SEMI-AUTOMATIC,,,3407437
FIREARM - SEMI-AUTOMATIC,,,3407942
HANDS/FISTS,,,3411895
FIREARM - SEMI-AUTOMATIC,,,3412460
FIREARM - SEMI-AUTOMATIC,,,3412816
HANDS/FISTS,,,3414823
FEET,,,3414823
FIREARM - SEMI-AUTOMATIC,,,3414859
FIREARM - SEMI-AUTOMATIC,,,3415022
FIREARM - SEMI-AUTOMATIC,,,3415065
FIREARM - SEMI-AUTOMATIC,,,3415102
FIREARM - SEMI-AUTOMATIC,,,3415118
FIREARM - SEMI-AUTOMATIC,,,3415481
HANDS/FISTS,,,3419413
HANDS/FISTS,,,3423400
HANDS/FISTS,,,3423466
HANDS/FISTS,,,3423466
FIREARM - SEMI-AUTOMATIC,,,3423620
FEET,,,3424630
HANDS/FISTS,,,3424636
HANDS/FISTS,,,3424636
HANDS/FISTS,,,3424636
HANDS/FISTS,,,3424636
HANDS/FISTS,,,3424678
HANDS/FISTS,,,3424678
HANDS/FISTS,,,3424678
HANDS/FISTS,,,3424678
HANDS/FISTS,,,3424922
"MOUTH (SPIT,BITE,ETC)",,,3424962
HANDS/FISTS,,,3424966
FEET,,,3425188
HANDS/FISTS,,,3436106
OTHER (SPECIFY),,REPLICA FIREARM,3437588
OTHER (SPECIFY),,REPLICA FIREARM,3437679
FIREARM - SEMI-AUTOMATIC,,,3438429
FIREARM - SEMI-AUTOMATIC,,,3438444
FIREARM - SEMI-AUTOMATIC,,,3438520
FIREARM - SEMI-AUTOMATIC,,,3445249
HANDS/FISTS,,,3450909
HANDS/FISTS,,,3450909
HANDS/FISTS,,,3450909
CHEMICAL WEAPON,,,3474590
HANDS/FISTS,,,3474753
HANDS/FISTS,,,3475132
BLUNT INSTRUMENT,,BASEBALL BAT,3478202
HANDS/FISTS,,,3478538
HANDS/FISTS,,,3478538
OTHER (SPECIFY),,PAINTBALL GUN,3481952
HANDS/FISTS,,,3482949
HANDS/FISTS,,,3482949
HANDS/FISTS,,,3482949
HANDS/FISTS,,,3482949
HANDS/FISTS,,,3482985
HANDS/FISTS,,,3482985
HANDS/FISTS,,,3482985
HANDS/FISTS,,,3482985
HANDS/FISTS,,,3494006
HANDS/FISTS,,,3498071
HANDS/FISTS,,,3498071
FIREARM - SEMI-AUTOMATIC,,,3500373
FIREARM - SEMI-AUTOMATIC,,,3500421
FIREARM - SEMI-AUTOMATIC,,,3504630
FIREARM - SEMI-AUTOMATIC,,,3504632
HANDS/FISTS,,,3505909
HANDS/FISTS,,,3505960
HANDS/FISTS,,,3507021
HANDS/FISTS,,,3507021
HANDS/FISTS,,,3507189
HANDS/FISTS,,,3507189
HANDS/FISTS,,,3509518
FEET,,,3509518
HANDS/FISTS,,,3509518
HANDS/FISTS,,,3509518
HANDS/FISTS,,,3509518
HANDS/FISTS,,,3512537
HANDS/FISTS,,,3512537
HANDS/FISTS,,,3512537
HANDS/FISTS,,,3513146
HANDS/FISTS,,,3513146
FEET,,,3513146
"MOUTH (SPIT,BITE,ETC)",,,3513146
HANDS/FISTS,,,3513146
FIREARM - SEMI-AUTOMATIC,,,3524614
FIREARM - SEMI-AUTOMATIC,,,3528667
HANDS/FISTS,,,3536923
"MOUTH (SPIT,BITE,ETC)",,,3536923
HANDS/FISTS,,,3536923
HANDS/FISTS,,,3536923
"MOUTH (SPIT,BITE,ETC)",,,3536928
HANDS/FISTS,,,3536928
HANDS/FISTS,,,3536928
HANDS/FISTS,,,3536928
HANDS/FISTS,,,3551539
HANDS/FISTS,,,3551539
FEET,,,3551539
HANDS/FISTS,,,3553212
"MOUTH (SPIT,BITE,ETC)",,,3560745
HANDS/FISTS,,,3560969
"MOUTH (SPIT,BITE,ETC)",,,3560969
FEET,,,3560969
FEET,,,3561044
FEET,,,3561817
"MOUTH (SPIT,BITE,ETC)",,,3561817
FIREARM - REVOLVER,,,3571196
FIREARM - REVOLVER,,,3571310
FEET,,,3571310
HANDS/FISTS,,,3572969
HANDS/FISTS,,,3572969
OTHER (SPECIFY),,,3572969
HANDS/FISTS,,,3573743
HANDS/FISTS,,,3573844
HANDS/FISTS,,,3573844
HANDS/FISTS,,,3573844
HANDS/FISTS,,,3573844
HANDS/FISTS,,,3574151
HANDS/FISTS,,,3587249
HANDS/FISTS,,,3587249
HANDS/FISTS,,,3587249
HANDS/FISTS,,,3587249
HANDS/FISTS,,,3587925
OTHER (SPECIFY),,HANDCUFF,3588073
HANDS/FISTS,,,3588256
HANDS/FISTS,,,3588256
HANDS/FISTS,,,3588605
HANDS/FISTS,,,3588605
FIREARM - SEMI-AUTOMATIC,,,3590312
HANDS/FISTS,,,3590438
HANDS/FISTS,,,3590557
FEET,,,3590557
HANDS/FISTS,,,3592315
HANDS/FISTS,,,3592315
FEET,,,3592315
FIREARM - SEMI-AUTOMATIC,,,3601165
HANDS/FISTS,,,3601165
HANDS/FISTS,,,3601165
HANDS/FISTS,,,3601165
HANDS/FISTS,,,3609436
HANDS/FISTS,,,3609436
"MOUTH (SPIT,BITE,ETC)",,,3620158
FEET,,,3620158
FEET,,,3623062
HANDS/FISTS,,,3623062
"MOUTH (SPIT,BITE,ETC)",,,3623062
HANDS/FISTS,,,3623062
HANDS/FISTS,,,3623062
HANDS/FISTS,,,3625355
HANDS/FISTS,,,3625355
HANDS/FISTS,,,3625450
HANDS/FISTS,,,3625450
HANDS/FISTS,,,3637075
HANDS/FISTS,,,3637075
HANDS/FISTS,,,3637349
HANDS/FISTS,,,3637349
HANDS/FISTS,,,3638507
HANDS/FISTS,,,3638507
HANDS/FISTS,,,3638507
HANDS/FISTS,,,3639025
HANDS/FISTS,,,3639025
FIREARM - SEMI-AUTOMATIC,,,3652919
HANDS/FISTS,,,3667350
"MOUTH (SPIT,BITE,ETC)",,,3667350
FEET,,,3667350
HANDS/FISTS,,,3667868
FEET,,,3668501
HANDS/FISTS,,,3668501
HANDS/FISTS,,,3668501
FIREARM - SEMI-AUTOMATIC,,,3668701
FIREARM - SEMI-AUTOMATIC,,,3669084
OTHER (SPECIFY),,,3669118
FEET,,,3669118
HANDS/FISTS,,,3678256
HANDS/FISTS,,,3678456
HANDS/FISTS,,,3682403
HANDS/FISTS,,,3682403
FIREARM - SEMI-AUTOMATIC,,,3687175
HANDS/FISTS,,,3687175
HANDS/FISTS,,,3687175
"MOUTH (SPIT,BITE,ETC)",,,3687329
FIREARM - SEMI-AUTOMATIC,,,3687640
OTHER (SPECIFY),,,3687640
HANDS/FISTS,,,3687717
HANDS/FISTS,,,3687717
HANDS/FISTS,,,3687717
HANDS/FISTS,,,3688502
HANDS/FISTS,,,3688502
HANDS/FISTS,,,3688502
HANDS/FISTS,,,3688502
OTHER (SPECIFY),,BICYCLE,3691324
FIREARM - SEMI-AUTOMATIC,,,3691378
"MOUTH (SPIT,BITE,ETC)",,,3691378
HANDS/FISTS,,,3691378
HANDS/FISTS,,,3691378
FIREARM - SEMI-AUTOMATIC,,,3691667
HANDS/FISTS,,,3709855
HANDS/FISTS,,,3709855
"MOUTH (SPIT,BITE,ETC)",,,3711039
HANDS/FISTS,,,3712612
HANDS/FISTS,,,3712671
HANDS/FISTS,,,3713176
HANDS/FISTS,,,3713176
FEET,,,3713435
KNIFE/OTHER CUTTING INSTRUMENT,,,3731275
HANDS/FISTS,,,3732562
HANDS/FISTS,,,3732562
HANDS/FISTS,,,3736112
HANDS/FISTS,,,3736112
HANDS/FISTS,,,3736112
HANDS/FISTS,,,3745264
HANDS/FISTS,,,3748933
FEET,,,3757708
HANDS/FISTS,,,3757741
FEET,,,3757741
"MOUTH (SPIT,BITE,ETC)",,,3757741
HANDS/FISTS,,,3758280
HANDS/FISTS,,,3761840
FEET,,,3764388
HANDS/FISTS,,,3764388
HANDS/FISTS,,,3764388
HANDS/FISTS,,,3775100
"MOUTH (SPIT,BITE,ETC)",,,3779055
HANDS/FISTS,,,3779243
HANDS/FISTS,,,3779259
FIREARM - SEMI-AUTOMATIC,,,3782046
HANDS/FISTS,,,3782944
HANDS/FISTS,,,3782944
HANDS/FISTS,,,3782944
FEET,,,3782944
HANDS/FISTS,,,3782944
HANDS/FISTS,,,3783491
HANDS/FISTS,,,3783491
HANDS/FISTS,,,3783491
FEET,,,3783491
HANDS/FISTS,,,3783491
HANDS/FISTS,,,3784199
HANDS/FISTS,,,3784199
HANDS/FISTS,,,3784199
FEET,,,3784199
HANDS/FISTS,,,3784199
FIREARM - SEMI-AUTOMATIC,,,3784862
FIREARM - SEMI-AUTOMATIC,,,3784865
HANDS/FISTS,,,3785611
HANDS/FISTS,,,3785611
HANDS/FISTS,,,3785611
FIREARM - SEMI-AUTOMATIC,,,3785702
KNIFE/OTHER CUTTING INSTRUMENT,,,3786940
KNIFE/OTHER CUTTING INSTRUMENT,,,3787461
HANDS/FISTS,,,3787781
HANDS/FISTS,,,3787781
HANDS/FISTS,,,3787781
HANDS/FISTS,,,3787818
HANDS/FISTS,,,3787818
HANDS/FISTS,,,3787912
HANDS/FISTS,,,3787912
HANDS/FISTS,,,3787912
HANDS/FISTS,,,3789753
HANDS/FISTS,,,3796599
HANDS/FISTS,,,3796599
HANDS/FISTS,,,3796599
HANDS/FISTS,,,3796599
HANDS/FISTS,,,3805974
HANDS/FISTS,,,3824306
HANDS/FISTS,,,3824306
